tipo	fabricante	modelo	portas/capacidade	autonomia	ano	placa	renavam	chassi	reservado
carro	Volkswagen	Gol	2	9.33	2016	OXJ-2775	52341067077	9BWWNKTMXY5IL8JKH	False
carro	Renault	Sandero	4	11.12	2017	OUS-1466	16908569752	93Y1THR1E6R7JRXL3	False
van	Mercedes-Benz	Sprinter	13	10.77	2017	PDU-1272	95084692242	9BMVCP7XBS8N2H7MG	False
carro	Toyota	Corolla	4	12.36	2017	PHB-8996	60216828048	9BR96DL4H3SRP3LK3	False
van	Mercedes-Benz	Sprinter	8	14.41	2016	PKA-5147	19915038474	9BM8BK4BO06T3NLKL	False
carro	Ford	Ka	4	13.56	2015	PUK-2316	58768700465	9BFM2FU9ENCBFZXBM	False
carro	Toyota	Corolla	4	12.63	2017	PRE-1829	80973071173	9BRMYJQ5X5IJOYQHV	False
van	Fiat	Ducato	9	11.98	2015	PFN-6404	65329592490	9BDWSSL5UUG1GI6ZJ	False
ute	Fiat	Ducato	1800	5.84	2016	OMX-2244	85118701607	9BD6L2L2CVQGY3W9B	False
carro	Renault	Logan	4	10.15	2017	PWD-7541	00105858530	93Y9C7G8JUSYMGF3E	True
carro	Volkswagen	Gol	4	9.71	2017	PSO-3447	08589852616	9BW5851LCKANFWU71	False
van	Fiat	Ducato	12	10.94	2016	OXF-0670	96619896048	9BDEO8PPSFE3E1DZ7	False
carro	Chevrolet	Prisma	4	14.35	2017	PPL-0476	03063363087	9BG3BK0XKCXPATMDM	False
carro	Toyota	Corolla	4	8.9	2015	OMB-1072	77363214053	9BRQ67YR8YH3RR5HR	False
carro	Volkswagen	Gol	4	11.58	2017	PMX-2403	38509936835	9BWJTREPCKQAGCYL0	False
van	Mercedes-Benz	Sprinter	11	9.22	2016	PSL-0366	69679603192	9BMXBGB0W318VW094	False
carro	Chevrolet	Prisma	4	8.74	2016	PIT-9007	99679220581	9BGCUKGNJWM7SD5PE	False
carro	Renault	Sandero	4	10.62	2017	PKL-3638	41939619266	93YNZM0J07NPWP9HE	False
carro	Volkswagen	Gol	4	10.88	2016	OSC-5124	48704219975	9BWN2EI7USU2CGVFN	False
carro	Fiat	Uno	4	12.54	2017	PAQ-6952	94534494165	9BDL8A30FGHK06Z2T	False
carro	Toyota	Corolla	4	6.93	2015	OWA-9028	18643969020	9BR9ZSD7SAWK1GAG4	False
carro	Chevrolet	Onix	4	12.32	2017	PXO-0362	39887100715	9BG5T0611GPG01J4T	False
carro	Chevrolet	Spin	4	14.46	2014	PXF-1618	71060996542	9BG30BWT9OJJBTBN9	False
van	Mercedes-Benz	Sprinter	13	10.12	2017	ONR-2230	59244356118	9BMY7EW13HA3HYU89	False
van	Fiat	Ducato	14	7.62	2017	ODY-2453	81606793718	9BD91SOE363C37243	False
van	Fiat	Ducato	19	7.62	2017	OGN-8467	18796471501	9BDDL95ZZRNV8J41G	False
carro	Volkswagen	Gol	4	12.78	2015	OTY-1009	79399719783	9BWDO0EPEA697PSL1	False
carro	Volkswagen	Gol	4	10.26	2016	POZ-0356	36362148513	9BWP6YZZU5QR4FEUP	False
carro	Renault	Logan	4	14.03	2017	PIR-9431	49291547100	93YZ5PK2I8740UBVZ	False
carro	Renault	Sandero	4	12.82	2015	PXC-1224	04011074847	93YIX740RUD4V37ZY	False
carro	Honda	Civic	4	9.7	2015	PIG-5304	13549097941	93HRVL8W4R4912GMK	False
van	Fiat	Ducato	8	12.96	2015	PVS-1320	16098430613	9BDAKM5EXPRRK8ZEA	False
carro	Toyota	Corolla	2	9.23	2014	PXI-8387	55138715572	9BRF1OOSDFTS3HMX9	False
carro	Ford	Ka	4	12.37	2015	PXL-7361	38844707802	9BFLI5AFGKWDAB8LC	False
carro	Fiat	Uno	2	10.96	2017	PQW-4950	82794093527	9BD13R5H4HDMBFFTN	False
carro	Toyota	Corolla	2	13.54	2017	PCB-2778	48920298334	9BR2JV2CLKOO50YJL	False
ute	Fiat	Ducato	1800	9.35	2017	PXD-5481	70320280844	9BDFWVI5TBTVFIDBO	False
carro	Honda	Civic	4	11.88	2017	PDY-7861	36506235857	93HZRUGKZBOEI01U7	False
van	Mercedes-Benz	Sprinter	9	10.38	2017	PIO-8129	05623921026	9BMVZHLS9KW51J7RE	False
carro	Toyota	Corolla	4	10.63	2017	PAM-0082	90808608627	9BREUTJ9Z8YK119OX	False
ute	Mercedes-Benz	Sprinter	1800	12.77	2015	OWJ-7497	73298887962	9BMF5M2JMTRKJRCKG	False
carro	Toyota	Corolla	4	8.82	2017	PAH-1984	15632626633	9BRAA8Z1RZPCXR68Y	False
van	Fiat	Ducato	10	11.08	2017	OXU-6505	39468590752	9BDRLZ611EI0538EA	False
van	Fiat	Ducato	6	10.59	2015	PYW-4897	85827200139	9BDY3CSPMU6C4B946	False
carro	Renault	Sandero	4	9.27	2015	OPT-0926	72351487065	93YEJLFAEXUJG8K4Y	False
van	Fiat	Ducato	13	12.69	2016	PSM-1540	24979279738	9BDVNP85C90NET8A1	False
van	Mercedes-Benz	Sprinter	16	12.12	2017	PXH-3192	77999519202	9BMSNCKU437H0XCYS	False
van	Mercedes-Benz	Sprinter	9	9.43	2017	PCV-5048	67812976462	9BMNLQYNSYZUJHFJO	False
carro	Ford	Ka	4	8.51	2015	PEC-8420	76128302632	9BFLH9XQC43HFD8HB	False
carro	Toyota	Corolla	2	12.02	2015	PPL-0195	26308904260	9BRYS0EHRIZF38C9E	True
van	Fiat	Ducato	9	7.05	2017	OMX-2334	26697296306	9BD0R8G6XS1YATPUF	False
van	Mercedes-Benz	Sprinter	16	11.17	2017	PHF-4556	04164595338	9BMK0AAJA7MLRSZI0	False
carro	Volkswagen	Gol	4	12.8	2016	PAB-7032	31979787655	9BWLSIPOYMJGZW9O3	False
carro	Toyota	Corolla	4	11.27	2017	PFP-5993	28027881507	9BR64IQ6EMJ9LRT0K	False
carro	Renault	Logan	4	12.08	2014	PLE-4567	32042864741	93YFF8Q25STGQXNQ5	False
carro	Fiat	Uno	4	7.47	2017	OPI-8946	36879158400	9BDDR819NDXNY6LEB	False
carro	Chevrolet	Onix	4	12.32	2015	OHV-1172	63931774259	9BGD2DB542YYRB0U5	False
carro	Volkswagen	Gol	4	11.02	2014	OWM-1903	03008410268	9BWXKW0ZGYYGDG3KI	False
van	Fiat	Ducato	13	7.22	2017	PFH-8793	38801600270	9BD2DR5VVDG6DROTW	False
carro	Fiat	Uno	4	15.36	2014	PBQ-8395	33137371462	9BD384Z4VVB891OXV	False
van	Fiat	Ducato	14	7.57	2017	PJO-8208	07214032898	9BDEFP8DLFFOCVIC5	False
carro	Volkswagen	Gol	4	13.96	2015	PDS-8876	28060502478	9BW0CEB7TADSUB3V9	False
carro	Volkswagen	Gol	4	11.55	2015	PAG-5209	01298320279	9BW0U1DPJN7VHMFUJ	False
van	Mercedes-Benz	Sprinter	11	13.53	2016	OBA-6139	29520704624	9BMBWYOM3H5G5U7WD	False
carro	Honda	Civic	4	10.02	2015	POS-1527	30003185321	93HB17MN9PYHCXKEY	False
van	Mercedes-Benz	Sprinter	14	14.4	2017	PZV-3462	10519048486	9BMV1006FKZ5CXIH9	False
carro	Toyota	Corolla	4	9.41	2016	PND-6839	80781771011	9BR3JSNRZ5CSPI6K7	False
carro	Ford	Ka+	4	12.75	2016	PCU-8733	42353772414	9BFOVR0BI1S7WJM85	False
carro	Honda	Civic	2	10.91	2017	PCA-1448	25557989116	93HBY84BIJS8AAOTP	False
carro	Renault	Logan	4	10.19	2017	OCW-5169	54111937494	93YZQ4CED442XUNY8	False
van	Fiat	Ducato	13	7.3	2017	PPV-4172	46824729881	9BDDE7RSVC53HLDBG	True
carro	Toyota	Corolla	4	9.47	2014	PAP-4765	05598587912	9BRJ31LUJXY1XBRNR	False
carro	Volkswagen	Gol	2	11.78	2017	PZC-1849	43627922020	9BW7AS6MLIAQ7ABZT	False
carro	Renault	Sandero	4	6.07	2017	PXS-5067	80982631523	93YYNB50J56FP7TK8	False
van	Mercedes-Benz	Sprinter	13	11.68	2017	PTP-9079	98745237275	9BMNZXD67QDL394JM	False
van	Fiat	Ducato	20	7.59	2017	PSJ-9787	74596598577	9BDDNZFR3EU80HSJQ	False
carro	Honda	Civic	4	14.49	2017	PWU-7611	40368323875	93HH6Y7R76MZCSYXN	False
carro	Volkswagen	Gol	4	10.89	2015	PFX-6711	52132607136	9BWXP03OKUR0WTK9W	False
van	Mercedes-Benz	Sprinter	10	7.87	2016	ORP-8959	27368828357	9BMEU3EY2RRGFS2BM	False
van	Fiat	Ducato	12	12.39	2016	PAW-0802	81061372902	9BDXNGSIRGQO23Y1X	False
carro	Fiat	Uno	4	14.94	2017	PWC-3086	25199145061	9BDOVMLPIAUUAX7QT	False
carro	Renault	Logan	4	7.49	2014	OSL-2885	00768402651	93YXTJ8P2FX2MAUNK	True
carro	Renault	Logan	4	12.67	2017	PWM-8074	69710444409	93YJ6T6U3T2Q8KA0J	False
van	Mercedes-Benz	Sprinter	10	14.76	2016	PDS-7908	52361083044	9BMSA1YNIS85GD927	False
van	Fiat	Ducato	10	12.14	2017	PZZ-3171	46111146412	9BDIJH8N6VAA3UG7V	False
ute	Mercedes-Benz	Sprinter	1800	10.57	2017	OLN-0642	52587647543	9BMMG50E9YQO653E3	False
van	Mercedes-Benz	Sprinter	13	9.67	2017	PWG-0022	43927287246	9BM10T2OI03TAS9CV	False
carro	Fiat	Uno	4	11.0	2017	PEX-0494	99047560577	9BDH3TUP2TS1BORVE	False
carro	Volkswagen	Gol	4	8.29	2017	PTH-3946	38562534876	9BWUMCEIORS22NYX2	False
ute	Mercedes-Benz	Sprinter	1800	12.09	2017	PKI-3363	68143892043	9BM03P8K71VFHRDB2	False
van	Mercedes-Benz	Sprinter	11	12.25	2017	PUZ-0109	71783113618	9BMWKRG1ULVG5MY2I	True
carro	Volkswagen	Gol	4	8.12	2017	PFW-4534	42139745670	9BWAXPC3TU7IZ01K1	False
van	Mercedes-Benz	Sprinter	9	8.98	2017	PPW-2299	99012815598	9BMUUZ87H4U2O2MBD	True
van	Mercedes-Benz	Sprinter	15	10.54	2017	PCX-3283	53451492102	9BMHLFV0F31JV9PIV	True
ute	Fiat	Ducato	1800	9.94	2016	PTS-2436	00834561140	9BD9EQ5GYCJ65CAV5	False
carro	Toyota	Corolla	4	8.46	2017	PFM-2865	43617362845	9BRF0SJ5UUX1BZAK4	False
carro	Renault	Logan	4	4.24	2015	PGO-5264	88117336612	93YVUR722MJPX11M9	True
van	Fiat	Ducato	14	9.96	2015	PLL-7587	58989442617	9BDZ3CQZBMZNL0U5J	True
carro	Ford	Ka	4	12.51	2017	OBW-7572	80366086748	9BFMTS2GHX80E2QQC	False
carro	Volkswagen	Gol	4	13.95	2017	OAU-6588	90291912811	9BWQ8RDPJDM77W4YO	False
van	Mercedes-Benz	Sprinter	9	9.17	2017	PGV-1796	34189104263	9BMHBVE2FBP5G5I9L	False
carro	Ford	Ka+	4	6.02	2017	PBD-3102	50764462239	9BFB8B13J710I0ESV	False
van	Fiat	Ducato	14	10.84	2017	ORO-8474	67047244279	9BD2T6AIR1BJ7SVN1	False
carro	Chevrolet	Spin	4	12.92	2017	PKW-7419	32427206540	9BGMNE0VVELHFMIB2	True
van	Fiat	Ducato	12	7.56	2014	OGV-4455	91934310527	9BDXE2UWWC52B4LLS	False
carro	Renault	Sandero	4	11.16	2017	PSD-7453	02710647998	93YOH7TAPN4GB52S8	True
van	Fiat	Ducato	14	11.43	2017	PZT-0839	91908644966	9BD3IDERFLDJOX90C	False
carro	Renault	Logan	4	8.2	2017	OSR-0571	58367434802	93YLCXU9T291DG6OV	False
carro	Fiat	Uno	2	13.33	2016	PPV-3000	42065784099	9BDRMUINL7B2KN2GC	False
carro	Volkswagen	Gol	4	6.18	2017	PXW-8110	36475856952	9BWD7QXYLY7UF53AY	False
carro	Honda	Civic	4	11.26	2017	OUG-7704	32193759262	93HWAH4RVO8KEEFV2	False
carro	Renault	Sandero	2	11.57	2017	PKO-2611	42215396467	93YD16NE7J8STOXKX	True
carro	Chevrolet	Spin	4	9.94	2017	PGS-7653	61280780226	9BGP2FRL1EMS53A38	True
carro	Honda	Civic	2	10.07	2017	PNU-3857	88286833202	93HXA9HPJZNPRER7R	False
carro	Renault	Sandero	4	8.71	2017	POS-1212	63171159648	93Y7D9FUZQKC0O742	False
van	Fiat	Ducato	11	10.8	2017	OBE-1946	88300584053	9BDWZJ6OOFH12KE9G	False
carro	Volkswagen	Gol	4	13.37	2016	PXT-5091	86524631686	9BW1SIFBD8ADFNRWK	False
van	Fiat	Ducato	9	18.51	2017	PJT-2426	89632619415	9BD755DFXDZAW8L8E	False
carro	Renault	Logan	4	6.66	2017	PGY-5708	33573769420	93YAJX552UEJ267WY	False
carro	Honda	Civic	4	11.66	2017	PYN-5897	57427762726	93H484XIQ1Z033DCT	False
van	Mercedes-Benz	Sprinter	15	12.23	2017	OMR-6489	65488014221	9BMIZKXX1UDFUO9E4	False
van	Fiat	Ducato	13	9.66	2015	PCC-7941	92888888534	9BDF1D3MZJ59BNA5H	True
van	Fiat	Ducato	14	7.37	2015	ORG-4717	34543843634	9BDSI80CSGJ8JPHIK	False
carro	Chevrolet	Prisma	4	14.71	2016	PYJ-5790	81185673492	9BGGQNKQHEJGP7DVU	False
carro	Ford	Ka+	4	11.45	2016	PGR-2628	41572598393	9BFSGLVW2XLJC7MK9	False
van	Mercedes-Benz	Sprinter	10	5.7	2017	OQG-9266	71787983138	9BM2NEEQAH09QUS3R	True
carro	Fiat	Uno	4	10.29	2017	PRX-2943	53396133159	9BDZFBFLF3H392XCQ	False
carro	Chevrolet	Prisma	4	7.3	2016	PYV-7813	62438079282	9BGSV4ZXB5XP1H91R	False
van	Mercedes-Benz	Sprinter	10	9.78	2016	PFI-4873	83372182027	9BMPM7WQYB50TM3J7	False
van	Mercedes-Benz	Sprinter	15	11.23	2016	PBD-4063	13232133834	9BMQIXT8EL4HW4WQR	False
van	Fiat	Ducato	14	12.3	2016	PEJ-5985	37023086095	9BD5LYVI972J1QQ1J	False
carro	Honda	Civic	4	4.41	2015	PSQ-9595	56487534398	93HSHUECTA0PE4195	False
carro	Renault	Logan	4	8.6	2017	PHH-0847	81762037444	93YSJLOFKLUWRWM8C	False
van	Mercedes-Benz	Sprinter	9	6.54	2016	OPJ-9824	97887241433	9BMHZ6X3X95NFJC2H	False
carro	Honda	Civic	4	9.97	2017	OCB-2537	85792815394	93HNR286MYM7JLNQ6	False
carro	Fiat	Uno	4	9.1	2017	PHC-7170	86483019353	9BD1JGDF9RM265I8V	False
carro	Renault	Sandero	4	6.38	2017	PJS-6470	68995250182	93Y0UXI3RFHQKLPUB	False
van	Fiat	Ducato	19	10.77	2014	PCR-2556	20014919116	9BDQP8SC58A715PGD	False
carro	Fiat	Uno	4	11.4	2015	PYK-9500	08229621167	9BDUZDZEZWGL2J38J	False
carro	Volkswagen	Gol	4	10.53	2017	PFE-4374	79932797303	9BWUKX79ZZO9YU7HX	False
carro	Honda	Civic	4	11.29	2017	PSO-2796	95666809092	93HAWJRU44X21RCK9	True
ute	Fiat	Ducato	1800	11.61	2014	PPA-7781	41638409531	9BD6SDXFVT7563BGG	False
ute	Mercedes-Benz	Sprinter	1800	9.71	2016	OFU-6657	59064119603	9BM4U9QKZRDDH60JA	False
van	Fiat	Ducato	9	8.45	2017	PDL-4609	46447885166	9BDD9KBFCK85AKHGA	False
carro	Ford	Ka	4	4.17	2015	POJ-4494	29835847513	9BF0OBMGTGZ2O3RGN	False
carro	Ford	Ka	4	15.69	2016	PXZ-5115	71937140931	9BFBBGV36D0XUU671	True
van	Fiat	Ducato	13	13.44	2016	PXI-2209	50819313894	9BDYVPLXI0SIVY9G7	False
carro	Chevrolet	Onix	4	9.83	2017	PEE-4980	31303348718	9BGJGRGNQE63W4UW0	False
carro	Volkswagen	Gol	2	8.56	2016	POB-6482	86921004369	9BWDBJJQGIOAF2BRV	False
van	Fiat	Ducato	8	12.66	2015	OSA-6096	45749385813	9BDH5CZIAEPVMJUIK	False
van	Mercedes-Benz	Sprinter	12	9.66	2016	PQI-0904	07179611932	9BMC1KT7SRLBTW32P	False
carro	Fiat	Uno	4	11.8	2017	PIW-5021	68129382097	9BDIYF8G6BTLYXSKV	False
carro	Renault	Logan	4	11.94	2014	PBX-5656	37361566228	93YAFFTZV7NG587MA	False
ute	Fiat	Ducato	1800	10.67	2014	PRV-0543	13132566493	9BDG39AMMSYS2A3C6	False
ute	Mercedes-Benz	Sprinter	1800	8.93	2017	OUH-5582	90435404642	9BMMKD01XPMQ34BDU	False
carro	Fiat	Uno	4	11.68	2015	PIM-6331	67318662997	9BDO58EXOA07FCQ8O	False
carro	Chevrolet	Onix	4	8.02	2017	PDD-9847	07865184280	9BG5PFKDBJNE8C3H3	False
carro	Renault	Logan	4	9.37	2017	PCP-0402	55979262287	93YJHUE502GI2CIAB	False
van	Mercedes-Benz	Sprinter	15	5.28	2014	PSJ-3632	46589001712	9BMURFYURZ2RE1SVI	False
van	Fiat	Ducato	16	10.26	2017	PSP-3148	89973898442	9BD0UVESK3C2BQCZ9	False
carro	Toyota	Corolla	4	9.77	2015	PNB-7081	99483596978	9BRE6H625HLQ38WYL	False
van	Mercedes-Benz	Sprinter	13	14.34	2016	OCZ-3723	38138765889	9BMDGMZ2B7ZGCO3UQ	False
carro	Toyota	Corolla	4	14.2	2017	PYD-9550	39570006289	9BREBCFEQL61SKATU	False
carro	Ford	Ka+	4	8.79	2015	PWZ-3730	23236172883	9BFS3G1NVW7KGVV9D	False
carro	Ford	Ka	2	10.34	2017	PMB-6211	20018886338	9BFUDR7PETEQR8NVD	False
van	Mercedes-Benz	Sprinter	10	10.77	2017	PNB-5596	84238770105	9BM9SSOVU7K0GDDQG	False
carro	Ford	Ka+	4	14.01	2017	PSX-3485	53352488313	9BFL7EL69V20013UD	False
ute	Mercedes-Benz	Sprinter	1800	7.26	2015	PMO-1721	46261000429	9BMWONE5HREB69IEV	True
van	Fiat	Ducato	8	13.38	2017	PYA-3694	02937720244	9BDNK8MS8QGVP9UCX	False
carro	Honda	Civic	2	14.17	2014	OAX-4133	63662988056	93HK5HC92H7WWW170	False
ute	Fiat	Ducato	1800	12.27	2017	PSM-1835	64298554497	9BDV0VBFJB1A1PG6R	False
carro	Chevrolet	Prisma	4	13.26	2017	PJP-1202	48866714385	9BGU56WAXSM28ZZXR	False
van	Fiat	Ducato	12	10.04	2014	PQO-7606	66021743424	9BDUR70NFWMGI6YIU	False
carro	Renault	Sandero	2	13.53	2017	OWE-3719	41192945990	93YRLQU75JSR2YYZY	False
carro	Chevrolet	Prisma	4	8.95	2017	PJP-3602	84160752256	9BGJZ6OV9MM4SZNC8	False
van	Mercedes-Benz	Sprinter	16	9.15	2015	PAW-3661	52200740298	9BM9CZZ74SDHC6HP4	False
carro	Volkswagen	Gol	4	13.41	2016	PPA-6417	77317510263	9BW27RYGIK8BKR8GA	False
carro	Fiat	Uno	4	9.83	2016	PEP-1181	70731075499	9BDL0A1GYU4ZIMLSO	False
van	Fiat	Ducato	16	9.61	2017	PUZ-1616	09981491591	9BD0FHB2N3VJOAS1O	False
carro	Chevrolet	Spin	4	9.38	2016	PPU-6332	72799901378	9BG0AAK0RSYGND70J	False
ute	Mercedes-Benz	Sprinter	1800	9.95	2017	PCC-2377	75365104923	9BMH4R3RD6KHU2S6Q	False
carro	Honda	Civic	4	11.67	2017	OTY-8460	41455700355	93HHVA8Z878JWEITI	False
carro	Fiat	Uno	4	9.86	2015	PTR-7841	77916493417	9BDIC1DYVPSKLZP7C	False
carro	Volkswagen	Gol	4	11.83	2014	PVI-3315	69747546787	9BWG0URXL9LNJYRPZ	False
carro	Volkswagen	Gol	4	4.96	2015	OLP-7752	97269465213	9BW7CXXFE1HG0EV8O	False
carro	Fiat	Uno	4	11.21	2017	PIU-3738	12391592313	9BD49FZ0J35ZECQKU	True
carro	Chevrolet	Prisma	4	7.23	2017	PCT-9031	92775322778	9BG3O8BBDZ467IDRE	False
van	Fiat	Ducato	11	8.39	2017	PIX-0767	41763765543	9BDIYLZ1BHRYNW2BW	True
ute	Fiat	Ducato	1800	16.29	2017	OJE-1182	86021181984	9BDZI1X5RD9V80KCO	False
carro	Ford	Ka	4	10.53	2015	OKA-1796	40507861487	9BF9VYKI632TB9LFQ	False
van	Fiat	Ducato	13	8.98	2015	PZR-5326	40778639680	9BDC179PDKZ22GDI7	False
carro	Ford	Ka	4	9.51	2016	POY-1014	77639658649	9BFL9IGO2Q1U1KKJ8	False
van	Fiat	Ducato	11	11.26	2014	PXX-0625	54618656143	9BDULTGK9MRZETXID	False
carro	Renault	Logan	4	5.9	2017	PHS-4088	65810040105	93YUWVX3DQXUZUG3Y	False
carro	Chevrolet	Onix	4	11.58	2014	OPR-8636	67669955827	9BG13NQ7E7CS6E9JY	False
ute	Mercedes-Benz	Sprinter	1800	9.87	2015	PIX-7582	98714427647	9BM9JKRXK8I74NRB7	False
ute	Fiat	Ducato	1800	10.62	2017	OTW-8532	93255235094	9BDWFXSQOMROKCHVY	False
carro	Toyota	Corolla	4	8.74	2017	PHC-1075	42591122651	9BRNELBU43ONB2QJC	False
van	Fiat	Ducato	14	8.78	2015	PBV-2927	45919338996	9BDJ83SFSJ82RW9LZ	True
ute	Mercedes-Benz	Sprinter	1800	9.71	2017	PPE-4756	13041424155	9BM53NH2JYTTYF3WM	False
carro	Honda	Civic	4	11.12	2017	PAT-3790	74205352469	93H7ZCG18BGT5S321	False
van	Fiat	Ducato	19	13.03	2017	PJQ-1365	49286234103	9BDI0A6K3UHLKLDPM	False
van	Mercedes-Benz	Sprinter	13	12.21	2017	PGC-0586	61190434266	9BMVDJ2TS640SWXI7	False
carro	Toyota	Corolla	4	12.53	2014	PZZ-6947	14297132798	9BRZUE9JVWHLP12Y8	False
van	Mercedes-Benz	Sprinter	16	6.64	2017	PYG-7704	94793087699	9BM1XGFI1XGN6E1VG	False
carro	Honda	Civic	4	13.23	2017	PJO-0393	22927703905	93HR1BEURQ7NR2AUT	False
carro	Honda	Civic	4	11.2	2017	PTO-1634	10992161153	93H9POP1L59HN204K	False
ute	Fiat	Ducato	1800	10.31	2014	PTV-3112	80406231526	9BD2EBPTDR4H8CBTY	False
van	Fiat	Ducato	9	6.69	2014	OGC-0494	59067712189	9BDCFRW5ASNSWUMXP	False
van	Mercedes-Benz	Sprinter	9	9.7	2017	PZM-4807	89206652521	9BMQ1A3MLAK5783DD	False
carro	Fiat	Uno	2	9.89	2017	PEB-5338	63937966971	9BD6T4XVJBZAJGA0B	False
carro	Ford	Ka+	4	11.9	2015	PLU-2340	18089960873	9BFYTJFL99FOCDUNM	True
carro	Honda	Civic	4	8.74	2017	OHE-8413	43651368069	93H2Y4C9E1A0EA79J	False
carro	Honda	Civic	4	13.15	2014	PAS-0762	35364772117	93H5SHEV0APDSVQ10	False
carro	Volkswagen	Gol	4	7.56	2017	PRM-4176	24176111996	9BWKJ7T2AQFUWJ77D	False
carro	Fiat	Uno	4	7.6	2015	PKW-0821	28411094370	9BD0LB3QDTSEO1ZT8	False
carro	Toyota	Corolla	4	8.75	2017	PWC-6723	59756476251	9BROZC1BEGYUYCABD	False
carro	Ford	Ka	4	8.77	2014	PWY-1603	02671926453	9BFZRVJYTWMV1OLSH	False
carro	Fiat	Uno	4	10.66	2016	PES-2535	38375335092	9BD7U2ER9HS1PL2ZC	False
van	Fiat	Ducato	12	10.34	2015	PMO-9484	60673727560	9BDYAVNRF4K1R2SU8	False
van	Fiat	Ducato	7	7.9	2016	OPR-0292	88986487880	9BDDI50ENCFG1H69R	False
carro	Renault	Logan	4	10.67	2016	PFC-7887	77841120293	93YWGTTKHZ9QS5YKY	False
carro	Honda	Civic	2	6.52	2017	PMX-4811	60278987108	93HPW6I355KB3O1H2	False
carro	Toyota	Corolla	4	12.25	2017	PTO-0824	73473622902	9BR9O6BJHXCMX4HNU	False
carro	Toyota	Corolla	2	12.68	2014	POV-3081	36115183253	9BR87I9VDQ00Q5UWY	False
van	Fiat	Ducato	15	15.38	2014	OES-1801	17720036173	9BDAF698DD71AGCRA	False
carro	Chevrolet	Onix	4	13.43	2017	PBL-9420	54425042579	9BGIIZDXM0VGF8AUG	False
ute	Fiat	Ducato	1800	14.15	2017	PCF-3960	47837412202	9BDIGZBUI6QJVUOYK	False
ute	Mercedes-Benz	Sprinter	1800	13.12	2017	PZF-1641	64997739922	9BMXO72U9ANHSCLO9	False
carro	Fiat	Uno	4	11.53	2017	PDP-2116	85835636071	9BDOBJLMBVYP4N386	False
van	Fiat	Ducato	7	11.98	2017	POW-9690	78903227343	9BDTEG4G2ZLBRUH25	True
carro	Toyota	Corolla	4	11.46	2017	PQZ-3105	26016035749	9BRSAOTPWTV2WBT1H	False
carro	Toyota	Corolla	4	11.87	2017	PDF-5828	44272192823	9BRREZ0OGHGWEIFW3	False
carro	Ford	Ka	4	11.88	2014	PTG-3286	29993411032	9BF0PJGFR3G3JY1KJ	False
van	Fiat	Ducato	16	14.12	2015	PEE-0307	00312770548	9BD84WIMMN8XY6L00	False
van	Fiat	Ducato	11	13.68	2017	PFX-8100	07642132588	9BDJIGBYWSOY7ZEBY	False
ute	Mercedes-Benz	Sprinter	1800	6.79	2014	PVW-5611	57314415600	9BMURYFPV9JKLA90X	False
van	Mercedes-Benz	Sprinter	16	9.34	2017	OIT-7411	26366361513	9BME34CU7MWA04QE5	False
carro	Volkswagen	Gol	2	12.63	2017	OXB-1996	06525267302	9BWP900IIOSVTHJ9J	True
carro	Toyota	Corolla	4	7.27	2015	PJW-9777	21318982631	9BRSYM4UM9EU8219D	False
carro	Volkswagen	Gol	4	13.81	2015	PMP-2340	53982206623	9BWJUHDHBA6EP0YIO	False
van	Mercedes-Benz	Sprinter	9	8.45	2015	OCP-7950	16084438455	9BM8O3CF5TBRRPQ88	False
ute	Fiat	Ducato	1800	8.23	2015	PJI-3602	64115829043	9BD7ZVYWNJN2P16J9	False
van	Fiat	Ducato	15	11.78	2017	PMB-6538	35241522950	9BDMMLEWIXTF6ZZ9X	False
van	Fiat	Ducato	10	9.68	2014	PRN-6044	06714835754	9BD59ZLR4KE2RQYHZ	False
ute	Fiat	Ducato	1800	10.38	2017	PMT-1999	46372169462	9BDV615LBVSKTSL1R	False
van	Mercedes-Benz	Sprinter	18	8.9	2015	PNC-0327	19875939650	9BMRXTVX87MUZR58P	False
carro	Toyota	Corolla	4	5.95	2017	PZK-3718	97706734732	9BRAEF59VHV5R6IMS	False
van	Fiat	Ducato	11	14.86	2016	POS-0132	47212891848	9BD4X1PNNC7DKSGAG	True
carro	Ford	Ka+	4	11.43	2017	PTH-0152	97030415259	9BF7234FE4H2RINZN	False
carro	Renault	Sandero	4	6.52	2017	POU-4583	19909772884	93YFYRRTQQQ6QJV0T	False
ute	Mercedes-Benz	Sprinter	1800	13.78	2017	PSG-0946	43447456905	9BM8JDJ73VF5ZBCHY	True
carro	Renault	Logan	4	14.1	2017	OYH-0227	94134587170	93YF6D1RMNQ5746JP	False
van	Mercedes-Benz	Sprinter	13	14.42	2017	OWP-5478	23221855274	9BMHZXJOHC9234YIJ	False
carro	Fiat	Uno	2	12.07	2017	OSS-9229	34508669095	9BD05IGV9ULEIJ0JC	False
carro	Toyota	Corolla	4	10.05	2016	PWG-5436	99441381743	9BR59MM1G9KFSKASO	False
carro	Chevrolet	Spin	2	10.51	2017	POE-9393	02134880177	9BGLNJ9CTHKWFI4N0	False
ute	Fiat	Ducato	1800	11.04	2017	PFG-9577	80863493461	9BDKQLZCLOHG6HNAS	False
van	Mercedes-Benz	Sprinter	8	15.47	2017	PMW-7480	57693559086	9BMH0S2PH61JND2UK	False
